tool_id	biotools_id	filtered_on	reason	to_keep	EDAM_operations	EDAM_topics	description	has_biocontainers_infos	has_biotools_infos	has_galaxy_infos
action	action	biotools_description	profile in bio.tools description	True	Gene regulatory network analysis, Pathway or network prediction	Gene expression, Molecular interactions, pathways and networks, Transcriptomics	A method for inferring the functional identity of cells from their transcriptional profile, classifying them based on their dominant function, and reconstructing regulatory networks that are responsible for mediating their identity.	False	True	False
antimpmod	antimpmod	biotools_description	antimicrobial in bio.tools description	True	Protein function prediction	Computational biology	AntiMPmod is an in silico method, which is developed to predict efficient modified antimicrobial peptides (ModAMP).	False	True	False
gconvert	gconvert	biotools_description	profiler in bio.tools description	True	Format detection, ID mapping, Query and retrieval	Data identity and mapping, Workflows	A tool of the g:Profiler web server. It converts mix of different types of gene, protein, microarray probe, standard name and other database IDs to a target database ID.	False	True	False
metavelvet-sl-feature-extraction		biocontainers_keywords	metagenome in BioContainers keywords	True			Perl libraries that do feature extraction for metavelvet-sl	True	False	False
bioconductor-hmmcopy		biocontainers_keywords	profiling in BioContainers keywords	True			Copy number prediction with correction for GC and mappability bias for HTS data	True	False	False
diamond-aligner		biocontainers_keywords	metagenomics in BioContainers keywords	True			Accelerated blast compatible local sequence aligner	True	False	False
bioconductor-a4base		biocontainers_keywords	profiling in BioContainers keywords	True			Automated Affymetrix Array Analysis Base Package	True	False	False
dram	dram	EDAM_topics	Metagenomics in EDAM Topics	True	Gene functional annotation	Biological databases, Metagenomics, Molecular genetics	Distilled and Refined Annotation of Metabolism: A tool for the annotation and curation of function for microbial and viral genomes	True	True	True
hops	HOPS	biocontainers_description	metagenomics in BioContainers description	True	Collapsing methods, Genetic mapping, Genotyping, Quantification	Biobank, GWAS study, Genotype and phenotype, Pathology, Transcription factors and regulatory sites	"A quantitative score reveals pervasive horizontal pleiotropy in human genetic variation is driven by extreme polygenicity of human traits and diseases.

Allows to compute the HOrizontal Pleiotropy Score (HOPS) from summary statistics.

HOPS (HOrizontal Pleiotropy Score).

The HOPS package allows to compute the horizontal pleiotropy score (HOrizontal Pleiotropy Score) from summary statistics. The package includes a shiny visualization tool to visualize and download the full set of HOPS results computed using UK Biobank summary statistics"	True	True	False
consurf-db	consurf-db	biotools_description	profiles in bio.tools description	True	Protein sequence analysis	Molecular modelling, Structural biology	A tool provides evolutionary conservation profiles for proteins of known structure in the PDB.	False	True	False
ideepmv	ideepmv	biotools_description	ITS in bio.tools description	True	Feature extraction, Protein secondary structure prediction, RNA binding site prediction, RNA-binding protein prediction, Sequence feature detection	Functional, regulatory and non-coding RNA, Machine learning, RNA splicing, RNA-Seq, Small molecules	"RNA-binding protein recognition based on multi-view deep feature and multi-label learning.

RNA-binding protein (RBP) is a class of proteins that bind to and accompany RNAs in regulating biological processes. An RBP may have multiple target RNAs, and its aberrant expression can cause multiple diseases. Methods have been designed to predict whether a specific RBP can bind to an RNA and the position of the binding site using binary classification model. However, most of the existing methods do not take into account the binding similarity and correlation between different RBPs. While methods employing multiple labels and Long Short Term Memory Network (LSTM) are proposed to consider binding similarity between different RBPs, the accuracy remains low due to insufficient feature learning and multi-label learning on RNA sequences"	False	True	False
ebseqhmm	ebseqhmm	biotools_description	profile in bio.tools description	True	Differential gene expression analysis, Gene expression clustering, RNA-seq time series data analysis	Gene expression, Molecular interactions, pathways and networks, RNA-Seq, Statistics and probability	This package implements an auto-regressive hidden Markov model for statistical analysis in ordered RNA-seq experiments (e.g. time course or spatial course data). It provides functions to identify genes and isoforms that have non-constant expression profile over the time points/positions, and cluster them into expression paths.	False	True	False
whisper_2	Whisper_2	biotools_description	ITS in bio.tools description	True	Genome indexing, Read mapping, Sequence assembly, Variant calling	Mapping, Sequencing	Whisper is a tool for an accurate and high-performant mapping tool, based on the idea of sorting reads and then mapping them against suffix arrays for the reference genome and its reverse complement.	False	True	False
amplican	amplican	biotools_description	amplicon in bio.tools description	True	Alignment, Standardisation and normalisation	PCR experiment, Statistics and probability	It performs alignment of the amplicon reads, normalizes gathered data, calculates multiple statistics (e.g. cut rates, frameshifts) and presents results in form of aggregated reports. Data and statistics can be broken down by experiments, barcodes, user defined groups, guides and amplicons allowing for quick identification of potential problems.	False	True	True
metaphlan2-data		biocontainers_keywords	metagenome in BioContainers keywords	True			Data package for metagenomic phylogenetic analysis	True	False	False
cojac	cojac	biotools_description	amplicon in bio.tools description	True		Genetic variation	CoOccurrence adJusted Analysis and Calling - The cojac package comprises a set of command-line tools to analyse co-occurrence of mutations on amplicons. It is useful, for example, for early detection of viral variants of concern (e.g. Alpha, Delta, Omicron) in environmental samples, and has been designed to scan for multiple SARS-CoV-2 variants in wastewater samples, as analyzed jointly by ETH Zurich, EPFL and Eawag.	False	True	True
biopipe	biopipe	biotools_description	microbiome in bio.tools description	True			Pipeline for taxonomic classification of microbiome profiles and subsequent diversity analysis, suitable for both WGS and RNA-Seq. Bash and R scripts.	False	True	False
genie	genie	biocontainers_keywords	profiling in BioContainers keywords	True	Literature search	Data mining	Genes prioritization for topics of interest using gene-related PubMed abstracts.	True	True	False
acep	acep	biotools_description	profiles in bio.tools description	True	Antimicrobial resistance prediction, Fold recognition, Protein secondary structure prediction, Sequence motif recognition, Visualisation	Allergy, clinical immunology and immunotherapeutics, Machine learning, Sequence sites, features and motifs, Small molecules, Structure prediction	ACEP is a deep learning model for high-throughput antibacterial peptide recognition. By loading a pre-trained model, the software can be deployed on a common computer to perform antimicrobial peptide recognition, important motif discovery, and visualization analysis. Both the peptide sequences and PSSM profiles need to be input the model.	False	True	False
hmmbuild_genouest	hmmbuild_genouest	biotools_description	profile in bio.tools description	True	Multiple sequence alignment	Sequence analysis, Sequence sites, features and motifs	Profile HMM construction from multiple sequence alignments.	False	True	False
aimera	aimera	biotools_description	ITS in bio.tools description	True	Network analysis, Quantification	Functional, regulatory and non-coding RNA, Gene transcripts, Mathematics, PCR experiment, Transcription factors and regulatory sites	A generic modular response analysis R package and its application to estrogen and retinoic acid receptors crosstalk.	False	True	False
mpies	mPies	EDAM_topics	Metagenomics in EDAM Topics	True	Deposition, Protein identification, Sequence trimming	Environmental science, Metagenomics, Microbial ecology, Proteins, Proteomics	"A novel metaproteomics tool for the creation of relevant protein databases and automatized protein annotation.

mPies: metaProteomics in environmental sciences.

Werner, J., Géron, A., Kerssemakers, J. et al. mPies: a novel metaproteomics tool for the creation of relevant protein databases and automatized protein annotation. Biol Direct 14, 21 (2019) doi: 10.1186/s13062-019-0253-x"	False	True	False
bioconductor-genbankr		biocontainers_keywords	profiling in BioContainers keywords	True			Parsing GenBank files into semantically useful objects	True	False	False
viga	viga	EDAM_topics	Metagenomics in EDAM Topics	True	De-novo assembly, Genome assembly, Haplotype mapping	Metagenomics, Metatranscriptomics, Model organisms, Sequence assembly, Sequencing	One-stop tool for eukaryotic virus identification and genome assembly from next-generation-sequencing data.	False	True	False
pseudomonas_genome_project	pseudomonas_genome_project	biotools_description	ITS in bio.tools description	True	Antimicrobial resistance prediction, Deposition, Genome annotation, Query and retrieval	Genetic variation, Genomics, Model organisms, Pathology	This is a comprehensive database on all Pseudomonas species genomes providing primarily access to Pseudomonas aeruginosa genomic data and annotation. Its interface faciliates comparative analyses of genes, proteins, annotations and gene orders, and contains a wealth of additional data including pathway-based, operon-based, protein-localization based, gene function category and ortholog/paralog-based information.	False	True	False
logomotif	logomotif	biotools_description	profiles in bio.tools description	True	Binding site prediction, Database search, Gene regulatory network analysis, Gene regulatory network prediction, Transcription factor binding site prediction	Chemistry, Gene regulation, Metabolomics, Molecular interactions, pathways and networks, Transcription factors and regulatory sites	A comprehensive database of transcription factor binding site profiles in Actinobacteria.	False	True	False
cgsea	cgsea	biotools_description	profiles in bio.tools description	True	Expression profile clustering, Gene-set enrichment analysis	GWAS study, Gene expression, Gene transcripts, Oncology, Pathology	CGSEA is a flexible tool for evaluating the associations of chemicals with complex diseases. CGSEA for scanning the candidate chemicals associated with complex diseases or traits. CGSEA only need genome-wide summary level data, such as transcriptome-wide association studies (TWAS) and mRNA expression profiles.	False	True	False
ccmetagen	CCMetagen	EDAM_topics	Metagenomics in EDAM Topics	True	Taxonomic classification, k-mer counting	Metagenomics, Microbial ecology, Transcriptomics	Pipeline to classify organisms in metagenomes or metatranscriptomes accurately.	True	True	False
scmontage	scmontage	biotools_description	profile in bio.tools description	True	Database search, Expression analysis	Cell biology, Epigenetics, Gene expression, Microarray experiment, RNA-Seq	"Fast and Robust Gene Expression Similarity Search for Massive Single-cell Data.

scMontage is a system for searching gene expression databases for similar cells to the query gene expression profile. Please enter your profile in the blank space or try sample queries."	False	True	False
tetranscripts	tetranscripts	biocontainers_keywords	profiling in BioContainers keywords	True	Differential gene expression analysis	RNA-Seq, Transcriptomics	TEtranscripts is a software package for including transposable elements in differential expression analysis of RNA-seq datasets. It assigns reads to genes and transposable elements, performs differential expression testing, and provides statistical analysis for transposable element expression.	True	True	False
bioconductor-cager		biocontainers_keywords	profiling in BioContainers keywords	True			Analysis of CAGE (Cap Analysis of Gene Expression) sequencing data for precise mapping of transcription start sites and promoterome mining	True	False	False
gnn_som	gnn_som	biotools_description	ITS in bio.tools description	True	Metabolic network modelling, Metabolic pathway prediction	Endocrinology and metabolism, Enzymes, Machine learning, Molecular interactions, pathways and networks	Using Graph Neural Networks for Site-of-Metabolism Prediction and its Applications to Ranking Promiscuous Enzymatic Products.	False	True	False
bioconductor-causalr		biocontainers_keywords	profiling in BioContainers keywords	True			Causal network analysis methods	True	False	False
python3-biom-format		biocontainers_keywords	metagenomics in BioContainers keywords	True			Command-line tools for biom format	True	False	False
protphylo	protphylo	biotools_description	profiling in bio.tools description	True	Gene expression profiling	Genomics, Genotype and phenotype, Phylogenetics, Proteins	Identification of protein–phenotype and protein–protein functional associations via phylogenetic profiling.	False	True	False
gemdecan	gemdecan	biotools_description	profiling in bio.tools description	True	Deisotoping, Gene expression profiling, PTM site prediction	DNA, Epigenetics, Gene expression, Methylated DNA immunoprecipitation, Oncology	GEMDeCan (Gene Expression and Methylation based Deconvolution for Cancer) is a tool for improved tumor immune microenvironment profiling through novel gene expression and DNA methylation signatures predicts immunotherapy response.	False	True	False
rp-rep	rp-rep	biotools_description	profiling in bio.tools description	True	Essential dynamics, Gene expression profiling, Gene-set enrichment analysis, Quantification	Cell biology, Gene transcripts, Protein expression, RNA-Seq, Transcriptomics	An open-source cloud-enabled framework for reproducible ribosomal profiling data processing, analysis, and result reporting.	False	True	False
rnathreader	rnathreader	biotools_description	profile in bio.tools description	True	Gene expression profiling, RNA secondary structure alignment, RNA secondary structure prediction, RNA structure prediction, Structure alignment	Nucleic acid structure analysis, RNA, RNA-Seq, Sequence sites, features and motifs, Structure prediction	RNA threading with secondary structure and sequence profile.	False	True	False
metadegalaxy	MetaDEGalaxy	EDAM_topics	Metagenomics in EDAM Topics	True	Read pre-processing, Sequence merging, Standardisation and normalisation	Metagenomic sequencing, Metagenomics, Microbial ecology, RNA-Seq, Workflows	"Galaxy workflow for differential abundance analysis of 16s metagenomic data.

You are over your disk quota. Tool execution is on hold until your disk usage drops below your allocated quota.

This history is empty. You can load your own data or get data from an external source"	False	True	False
nano2ngs-muta	nano2ngs-muta	EDAM_topics	Metagenomics in EDAM Topics	True	Sequence assembly, Sequencing error detection, Structural variation detection, Variant calling	Genetic variation, Metagenomics, PCR experiment, Sequencing, Transcription factors and regulatory sites	A framework for converting nanopore sequencing data to NGS-liked sequencing data for hotspot mutation detection.	False	True	False
glioma-biodp	glioma-biodp	biotools_description	profiles in bio.tools description	True	Gene expression profiling, Query and retrieval, Visualisation, miRNA expression analysis	Functional, regulatory and non-coding RNA, Gene expression, Gene transcripts, Oncology, RNA-Seq	Database for visualization of molecular profiles to improve prognosis of brain cancer.	False	True	False
gpcr-ca	gpcr-ca	biotools_description	ITS in bio.tools description	True	Prediction and recognition	Proteomics, Structure prediction	2-layer predictor: the 1st layer prediction engine is for identifying a query protein sequence as GPCR on non-GPCR; if it is a GPCR protein, the process will be automatically continued with the 2nd-layer prediction engine to further identify its type among the following six main functional classes: (1) rhodopsin-like, (2) secretin-like, (3) metabotrophic/glutamate/pheromone, (4) fungal pheromone, (5) cAMP receptor, and (6) Frizzled/Smoothemed family	False	True	False
decomplexdisease	decomplexdisease	biotools_description	profiles in bio.tools description	True	Clustering, Differential gene expression analysis	Functional genomics, Gene expression, Sequencing, Whole genome sequencing	It is designed to find the differential expressed genes (DEGs) for complex disease, which is characterized by the heterogeneous genomic expression profiles. Different from the established DEG analysis tools, it does not assume the patients of complex diseases to share the common DEGs. By applying a bi-clustering algorithm, DECD finds the DEGs shared by as many patients.	False	True	False
deltanets	DeltaNeTS	biotools_description	profiles in bio.tools description	True	Expression analysis, Gene regulatory network analysis, Pathway or network prediction, Weighted correlation network analysis	Gene expression, Gene transcripts, Molecular interactions, pathways and networks, Pathology, Small molecules	"Elucidating the mechanism of drugs and diseases using gene expression and transcriptional regulatory networks.

DeltaNeTS+ is a major improvement to our previous method DeltaNet. DeltaNeTS+ is a method for inferring direct gene targets of drug compounds and diseases from steady-state and/or time-series transcriptional profiles. DeltaNeTS+ incorporates gene regulatory information (if avaialbe) during the inference. DeltaNeTS+ generates a perturbation score for each gene in every sample. The score magnitude reflects the confidence that the transcription process of this gene was directly affected by the external stimuli. The score sign indicates the nature of the perturbation: positive for gene induction, negative for gene repression"	False	True	False
maple	maple	biotools_description	microbiome in bio.tools description	True	Database search, Enrichment analysis, Peptide identification, Phylogenetic inference (parsimony methods), Taxonomic classification	Microbial ecology, Proteomics, Proteomics experiment, Small molecules, Taxonomy	MAPLE is a microbiome analysis pipeline enabling optimal peptide search and comparative taxonomic and functional analysis.	False	True	False
paaint	paaint	biotools_description	ITS in bio.tools description	True	Analysis	Computational biology	This server allows you to predict the residue-residue contact in proteins from its amino acid sequence.	False	True	False
psi-blast_rest	psi-blast_rest	biotools_description	profile in bio.tools description	True	Sequence alignment, Sequence similarity search	Sequence analysis	Position Specific Iterative BLAST (PSI-BLAST) refers to a feature of NCBI BLAST 2.0 in which a position-specific scoring matrix (PSSM) profile is constructed from set of BLAST alignments.	False	True	False
bioconductor-apcomplex		biocontainers_keywords	profiling in BioContainers keywords	True			Estimate protein complex membership using AP-MS protein data	True	False	False
taxahfe	taxahfe	biotools_description	microbiome in bio.tools description	True	Feature selection, Filtering, Parsing	Machine learning, Microbial ecology, Taxonomy	A machine learning approach to collapse microbiome datasets using taxonomic structure.	False	True	False
gatb	gatb	biocontainers_keywords	metagenome in BioContainers keywords	True	Genome assembly, Nucleic acid sequence analysis	DNA, Data management, Sequencing	C++ library of high level functions designed to benefit from recent advances in NGS data structures for handling huge datasets of sequencing data.	True	True	False
xbs	xbs	EDAM_topics	Metagenomics in EDAM Topics	True	Genotyping, Sequence trimming, Variant calling, Variant filtering	DNA polymorphism, Mapping, Metagenomics, Whole genome sequencing, Workflows	Comprehensive and accurate genetic variant identification from contaminated and low coverage Mycobacterium tuberculosis whole genome sequencing data.	False	True	False
bgsc	BGSC	biotools_description	profile_sf767-1.txt.gz in bio.tools description	True	Differential gene expression analysis	Functional, regulatory and non-coding RNA, RNA splicing, RNAi experiment	Prediction of regulatory targets of alternative isoforms of the epidermal growth factor receptor in a glioblastoma cell line | Bayesian Gene Selection Criterion (BGSC) approach | The datasets analyzed during the current study are available in the BGSC repository. The raw data files are in the folder rawdata including the Einzelanalyse_nonorm_nobkgd_SF767-1.txt.gz and ControlProbeProfile_SF767-1.txt.gz. The lists of genes predicted for all of the four classes can be found in the folder PredectionResult	False	True	False
nanomethviz	nanomethviz	biotools_description	profiles in bio.tools description	True	Aggregation, Methylation calling, PTM site prediction, Visualisation, Whole genome methylation analysis	DNA, Epigenetics, Gene expression, Gene transcripts, Methylated DNA immunoprecipitation	"An R/Bioconductor package for visualizing long-read methylation data.

Visualise methlation data from Oxford Nanopore sequencing.

NanoMethViz is a toolkit for visualising methylation data from Oxford Nanopore sequencing. It can be used to explore methylation patterns from reads derived from Oxford Nanopore direct DNA sequencing with methylation called by callers including nanopolish, f5c and megalodon. The plots in this package allow the visualisation of methylation profiles aggregated over experimental groups and across classes of genomic features."	False	True	False
xylella	Xylella	EDAM_topics	Metagenomics in EDAM Topics	True	Multilocus sequence typing, k-mer counting	Metagenomics, Plant biology, Probes and primers, Sequencing	Nanopore sequencing for the detection and the identification of Xylella fastidiosa subspecies and sequence types from naturally infected plant material.	False	True	False
methylomedb	methylomedb	biotools_description	profiles in bio.tools description	True	Gene methylation analysis, Methylation analysis, PCR primer design	DNA, Epigenetics, Epigenomics, Methylated DNA immunoprecipitation, Microarray experiment	Database of DNA methylation profiles of human and mouse brains.	False	True	False
bspred	bspred	biotools_description	profile in bio.tools description	True	Protein sequence analysis, Protein structure prediction	Proteins, Sequence analysis, Small molecules, Structure prediction	Neural network based algorithm for predicting binding site of proteins from amino acid sequences. The algorithm was extensively trained on the sequence-based features including protein sequence profile, secondary structure prediction, and hydrophobicity scales of amino acids.	False	True	False
phenoimage	phenoimage	biotools_description	ITS in bio.tools description	True	Genotyping, Image analysis, Standardisation and normalisation	Agricultural science, Computer science, Genotype and phenotype, Imaging, Plant biology	"an open-source GUI for plant image analysis.

PhenoImage – Wheat and Rice Center for Heat Resilience.

PhenoImage is an open-source GUI based cross-platform solution for high-throughput phenotyping (HTP) image processing with the aim to make image analysis accessible to users with either little or no programming skills. The open-source nature provides the possibility to extend its usability to meet user-specific requirements. The availability of multiple functions and filtering parameters provides flexibility to analyze images from a wide variety of plant species and platforms. PhenoImage can be run on a personal computer, as well as on high-performance computing clusters for processing large-scale phenotypic data."	False	True	False
hhomp	hhomp	biotools_description	profile in bio.tools description	True	Protein feature detection, Protein modelling	Gene and protein families, Membrane and lipoproteins, Protein folds and structural domains, Proteins, Sequence sites, features and motifs	Web server for prediction and classification of outer membrane proteins (OMPs). Beginning with sequence similarity of a protein to known OMPs, it builds a hidden markov model (HMM) and compares the input sequence to a database of OMPs by pairwise HMM comparison. The OMP database contains profile HMMs for over 20,000 putative OMP sequences.	False	True	False
prettyseq	prettyseq	biotools_description	ITS in bio.tools description	True	DNA translation, Sequence visualisation	Gene expression	Write a nucleotide sequence and its translation to file.	False	True	False
dxr-interact-profile	dxr-interact-profile	biotools_description	profile in bio.tools description	True	Protein modelling, Sequence classification, Transmembrane protein prediction	Membrane and lipoproteins, Molecular modelling, Physiology, Protein structural motifs and surfaces, Small molecules	Dopamine Receptors Interaction Profile is a resource for understanding the binding specificity of G-Protein Coupled Receptors (GPCR) toward G-proteins and arrestins in the case of dopamine.	False	True	False
metaxplor	metaxplor	EDAM_topics	Metagenomics in EDAM Topics	True		Biological databases, Metagenomics	metaXplor is an interactive viral and microbial metagenomic data manager. It aims at storing large volumes of user-defined sample, sequence and assignment information while providing a user-friendly fine-filtering web-interface. This online GUI also offers means to share datasets with collaborators, BLAST external sequences against them, and confirm assignments by running phylogenetic placement. metaXplor is available as a set of Docker containers that make it simple to deploy on various infrastructures.	False	True	False
merfin	merfin	biotools_description	ITS in bio.tools description	True	Genotyping, Sequence assembly, Variant calling, Variant filtering, k-mer counting	Genotype and phenotype, Mapping, Sequence assembly	Evaluate variant calls and its combination with k-mer multiplicity	False	True	False
bioconductor-diffgeneanalysis		biocontainers_keywords	profiling in BioContainers keywords	True			Performs differential gene expression Analysis	True	False	False
msiwarp	msiwarp	biotools_description	ITS in bio.tools description	True	Alignment	Imaging, Proteomics experiment, Structure analysis	"A General Approach to Mass Alignment in Mass Spectrometry Imaging.

MSIWarp is a flexible tool to perform mass alignment of Mass Spectrometry Imaging (MSI) spectra. A key feature of MSIWarp is its compatibility with centroid spectra."	False	True	False
doscheda	doscheda	biotools_description	profiles in bio.tools description	True	Regression analysis, Standardisation and normalisation, Validation	Proteomics, Proteomics experiment	It focuses on quantitative chemoproteomics used to determine protein interaction profiles of small molecules from whole cell or tissue lysates using Mass Spectrometry data. The package provides a shiny application to run the pipeline, several visualisations and a downloadable report of an experiment.	False	True	False
pr2-reference	pr2-reference	EDAM_topics	Metabarcoding in EDAM Topics	True		Metabarcoding	The PR2 reference sequence database was initiated in 2010 in the frame of the BioMarks project from work that had developed in the previous ten years in the Plankton Group of the Station Biologique of Roscoff. It aims to provide a reference database of carefully annotated 18S rRNA sequences using nine unique taxonomic fields (from domain to species). At present, it contains over 240,000 sequences. Although it focuses on protists, it also contains sequences from metazoa, fungi and plants as well a limited set of 16S sequences from plastids and bacteria. Several metadata fields are available for many sequences, including geo-localisation, whether it originates from a culture or a natural sample, host type etc… The annotation of PR2 is performed by experts from each taxonomic groups.	False	True	False
bioconductor-multiclust		biocontainers_description	profiles in BioContainers description	True			multiClust: An R-package for Identifying Biologically Relevant Clusters in Cancer Transcriptome Profiles	True	False	False
hops_malt	hops_malt	EDAM_topics	Metagenomics in EDAM Topics	True	Data retrieval, Deposition, Read mapping, Taxonomic classification	DNA, Infectious disease, Metagenomics, Sequencing, Workflows	"Automated detection and authentication of pathogen DNA in archaeological remains.

HOPS is a java pipeline which focuses on screening MALT data (see Table of Contents) for the presence of a user-specified list of target species. The pipeline essentially exists to make it easier to use MALT and MaltExtract in unison. To use HOPS you will need a config file, which specifies some key parameters for MALT and MaltExtract. You can have multiple config files to quickly redo a previous analysis or archive them to remember parameters you used in an analysis. HOPS will in every case create a log that tells you which command was sent to Slurm, in case you encounter problems, that log file is a very good place to start looking for the problem"	False	True	False
bioconductor-quantsmooth		biocontainers_keywords	profiling in BioContainers keywords	True			Quantile smoothing and genomic visualization of array data	True	False	False
populationprofiler	populationprofiler	biotools_description	profiler in bio.tools description	True	Image analysis	Cell biology, Light microscopy, Statistics and probability	PopulationProfiler is a software tool that reduces per-cell measurements to population statistics. The software imports measurements from a simple text file, visualizes population distributions in a compact and comprehensive way, and can create gates for subpopulation classes based on control samples.	False	True	False
proteinprofiles	proteinprofiles	biotools_description	profiles in bio.tools description	True	Analysis	Proteins	Significance assessment for distance measures of time-course protein profiles	False	True	False
iacetyp	iACetyP	biotools_description	ITS in bio.tools description	True	PTM localisation, Post-translation modification site prediction, Subcellular localisation prediction	Informatics, Protein folds and structural domains, Protein modifications, Proteomics experiment	"Identifying Acetylation Protein by Fusing Its PseAAC and Functional Domain Annotation.

iAcetyP : Identify acetylation protein via Chou's 5-steps rule and general pseudo components : Read Me : Supporting Information : Citation :.

Enter the sequences of query proteins in FASTA format (Example), and select Submit button for identifying acetylation protein. The number of proteins is limited at 5 or less for each submission"	False	True	False
egmrg	egmrg	biotools_description	microbiota in bio.tools description	True	Query and retrieval	Gene expression	Encyclopedia of microbiota regulated genes.	False	True	False
pmrd	pmrd	biotools_description	profiles in bio.tools description	True	Clustering, Deposition, Gene expression comparison, Gene expression profiling, microRNA detection	Functional, regulatory and non-coding RNA, Gene expression, Microarray experiment, Plant biology	The database integrates available plant miRNA data deposited in public databases, gleaned from the recent literature, and data generated in-house. This database contains sequence information, secondary structure, target genes, expression profiles and a genome browser. Includes model plants and major crops such as Arabidopsis, rice, wheat, soybean, maize, sorghum, barley, etc.	False	True	False
adepro	adepro	biotools_description	profiles in bio.tools description	True	Data retrieval, Visualisation	Preclinical and clinical studies, Statistics and probability	AdEPro (Animation of Adverse Event Profiles) is an app that (audio-)visualizes adverse events occurring in clinical trials. As this data is usually considered sensitive, this tool is provided as a stand-alone application that can be launched from any local machine on which the data is stored.	False	True	False
deeplucia	deeplucia	biotools_description	profile in bio.tools description	True	Gene regulatory network prediction, Loop modelling, Splice site prediction	ChIP-seq, DNA polymorphism, Epigenomics, Gene regulation, Transcription factors and regulatory sites	Deep-LUCIA (Deep Learning-based Universal Chromatin Interaction Annotator) is a deep learning based model to predict chromatin loops from genomic and epigenomic profile without CTCF signal.	False	True	False
likeltd	LikeLTD	biotools_description	profile in bio.tools description	True	Deisotoping, Genotyping, Proximity map plotting	DNA, Genotype and phenotype, Mapping	Tool to determine DNA profile weight of evidence.	False	True	False
deeptesr	deeptesr	biotools_description	profiling in bio.tools description	True	Gene expression profiling, Homology-based gene prediction, Validation	Cell biology, Gene expression, Gene transcripts, Protein expression	DeepTESR can be used to predict the degree of TESR for gene expression control and to decipher the mechanism of translational control with ribosome profiling.	False	True	False
mobileog-db	mobileog-db	EDAM_topics	Metagenomics in EDAM Topics	True	Antimicrobial resistance prediction, Plasmid map drawing, Transposon prediction	Gene and protein families, Metagenomics, Mobile genetic elements	A Manually Curated Database of Protein Families Mediating the Life Cycle of Bacterial Mobile Genetic Elements.	False	True	False
malt		biocontainers_description	metagenomic in BioContainers description	True			A tool for mapping metagenomic data	True	False	False
bioconductor-prada		biocontainers_keywords	profiling in BioContainers keywords	True			Data analysis for cell-based functional assays	True	False	False
pgp	pgp	biotools_description	ITS in bio.tools description	True	Deposition	Data management	Plant Genomics and Phenomics Research Data Repository (e!DAL-PGP) as infrastructure to comprehensively publish plant research data. This covers in particular cross-domain datasets that are not being published in central repositories because of its volume or unsupported data scope, like image collections from plant phenotyping and microscopy, unfinished genomes, genotyping data, visualizations of morphological plant models, data from mass spectrometry as well as software and documents. PGP is registered as research data repository at BioSharing.org, re3data.org and OpenAIRE as valid EU Horizon 2020 open data archive. Above features, the programmatic interface and the support of standard metadata formats, enable PGP to fulfil the FAIR data principles - findable, accessible, interoperable, reusable.	False	True	False
cami-amber	cami-amber	EDAM_topics	Metagenomics in EDAM Topics	True	Read binning	Metagenomics	AMBER is an evaluation package for the comparative assessment of genome reconstructions and taxonomic assignments from metagenome benchmark datasets. It provides performance metrics, results rankings, and comparative visualizations for assessing multiple programs or parameter effects. The provided metrics were used in the first community benchmarking challenge of the initiative for the Critical Assessment of Metagenomic Interpretation.	True	True	True
mg-rast	mg-rast	EDAM_topics	Metagenomics in EDAM Topics	True	Annotation	Metagenomics, Phylogenetics	MG-RAST is a fully-automated service for annotating metagenome samples providing analysis tools for comparison	False	True	False
micropattern	micropattern	EDAM_topics	Metagenomics in EDAM Topics	True	Virulence prediction	Metagenomics, Microbial ecology, Microbiology	Microbe set enrichment analysis and disease similarity calculation based on a list of microbes.	False	True	False
super-focus	super-focus	EDAM_topics	Metagenomics in EDAM Topics	True	Sequence feature detection	DNA, Metagenomics, Sequence analysis	An agile homology-based approach using a reduced SEED database to report the subsystems present in metagenomic samples and profile their abundances.	True	True	False
itsfm	itsfm	biotools_description	ITS in bio.tools description	True	Enrichment analysis, Quantification	Zoology	"Open-source package to reliably segment and measure sounds by frequency modulation.

Identify, Track and Segment sound (by) Frequency (and its) Modulation — itsFM 0.0.1 documentation."	False	True	False
addgene	addgene	biotools_description	plasmids in bio.tools description	True		Biochemistry, Chemical biology, Drug discovery, Medicines research and development, Molecular biology, Pharmacology	Addgene is an nonprofit online database for plasmids and plasmid associated information.	False	True	False
procksi	procksi	biotools_description	profile in bio.tools description	True	Protein comparison, Protein secondary structure comparison, Protein structure comparison, Structure comparison	Mapping, Protein folds and structural domains, Protein structure analysis, Structure prediction	Multi-layer protein comparison meta-server that computes structure similarities using various information theory measures. It integrates various protein similarity measures through an easy to use interface that allows the comparison of multiple proteins simultaneously. Based on a diverse set of similarity measures computes a consensus similarity profile for the entire protein set. All results can be clustered, visualised, analysed.	False	True	False
scala	scala	biocontainers_description	ITS in BioContainers description	True	Essential dynamics, Gene-set enrichment analysis, Principal component visualisation	Chromosome conformation capture, Gene expression, Immunoproteins and antigens, Molecular interactions, pathways and networks, RNA-Seq	A complete solution for multimodal analysis of single-cell Next Generation Sequencing data.	True	True	False
squeezemeta	squeezemeta	EDAM_topics	Metagenomics in EDAM Topics	True	Read binning, Sequence assembly, Sequence trimming	Metagenomics, Metatranscriptomics, Microbial ecology, RNA-Seq	SqueezeMeta is a fully automated metagenomics pipeline, from reads to bins.	False	True	False
