package.name	keep	about.summary	about.description	about.home
myloasm	False	myloasm - high-resolution metagenome assembly for (noisy) long reads		https://github.com/bluenote-1577/myloasm
stamp	False	A graphical software package for analyzing taxonomic and functional profiles.		http://pypi.python.org/pypi/stamp/
mvip	False	MVP v.1.0, a user-friendly pipeline written in Python and providing a simple framework to perform standard viromics analyses. MVP combines multiple tools to enable viral genome identification, characterization of genome quality, filtering, clustering, taxonomic and functional annotation, genome binning, and comprehensive summaries of results that can be used for downstream ecological analyses. Overall, MVP provides a standardized and reproducible pipeline for both extensive and robust characterization of viruses from large-scale sequencing data including metagenomes, metatranscriptomes, viromes and isolate genomes.		https://gitlab.com/ccoclet/mvp
ganon	False	ganon2 classifies genomic sequences against large sets of references efficiently,	"ganon2 classifies genomic sequences against large sets of references efficiently, 
with integrated download and update of databases (refseq/genbank), taxonomic profiling 
(ncbi/gtdb), binning and hierarchical classification, customized reporting and more
"	https://github.com/pirovc/ganon
bioconductor-hicdcplus	False	Hi-C Direct Caller Plus	Systematic 3D interaction calls and differential analysis for Hi-C and HiChIP. The HiC-DC+ (Hi-C/HiChIP direct caller plus) package enables principled statistical analysis of Hi-C and HiChIP data sets – including calling significant interactions within a single experiment and performing differential analysis between conditions given replicate experiments – to facilitate global integrative studies. HiC-DC+ estimates significant interactions in a Hi-C or HiChIP experiment directly from the raw contact matrix for each chromosome up to a specified genomic distance, binned by uniform genomic intervals or restriction enzyme fragments, by training a background model to account for random polymer ligation and systematic sources of read count variation.	https://bioconductor.org/packages/3.20/bioc/html/HiCDCPlus.html
binspreader	False	"BinSPreader is a tool for improving existing binning using assembly
graph and other sources of connectivity information
"	"BinSPreader is a novel tool that attempts to refine metagenome-assembled
genomes (MAGs) obtained from existing tools. BinSPreader exploits the
assembly graph topology and other connectivity information, such as
paired-end and Hi-C reads, to refine the existing binning, correct binning
errors, propagate binning from longer contigs to shorter contigs and infer
contigs belonging to multiple bins.
"	https://cab.spbu.ru/software/binspreader/
plasmidtron	False	PlasmidTron: assembling the cause of phenotypes from NGS data		https://github.com/sanger-pathogens/plasmidtron
bioconductor-mgnifyr	False	R interface to EBI MGnify metagenomics resource	Utility package to facilitate integration and analysis of EBI MGnify data in R. The package can be used to import microbial data for instance into TreeSummarizedExperiment (TreeSE). In TreeSE format, the data is directly compatible with miaverse framework.	https://bioconductor.org/packages/3.20/bioc/html/MGnifyR.html
hymet2	False	HYMET (Hybrid Metagenomic Tool) for taxonomic identification of metagenomic sequences.	"HYMET is a taxonomic identification tool designed for metagenomic sequence analysis. 
It uses a combination of tools including Mash, Mashmap, Minimap2, and custom classification 
algorithms to identify the taxonomic origin of metagenomic sequences with high accuracy.
"	https://github.com/inesbmartins02/HYMET2
bioconductor-goprofiles	False	goProfiles: an R package for the statistical analysis of functional profiles	The package implements methods to compare lists of genes based on comparing the corresponding 'functional profiles'.	https://bioconductor.org/packages/3.20/bioc/html/goProfiles.html
deltabs	False	Quantifying the significance of genetic variation using probabilistic profile-based methods.		https://github.com/UCanCompBio/deltaBS/wiki
phigaro	False	Phigaro is a scalable command-line tool for predicting phages and prophages.	Phigaro is a standalone command-line application that is able to detect prophage regions taking raw genome and metagenome assemblies as an input. It also produces dynamic annotated “prophage genome maps” and marks possible transposon insertion spots inside prophages. It is applicable for mining prophage regions from large metagenomic datasets.	https://github.com/bobeobibo/phigaro
ribominer	False	A python toolset for mining multi-dimensional features of the translatome with ribosome profiling data		https://github.com/xryanglab/RiboMiner
bioconductor-demuxsnp	False	scRNAseq demultiplexing using cell hashing and SNPs	This package assists in demultiplexing scRNAseq data using both cell hashing and SNPs data. The SNP profile of each group os learned using high confidence assignments from the cell hashing data. Cells which cannot be assigned with high confidence from the cell hashing data are assigned to their most similar group based on their SNPs. We also provide some helper function to optimise SNP selection, create training data and merge SNP data into the SingleCellExperiment framework.	https://bioconductor.org/packages/3.20/bioc/html/demuxSNP.html
stoatydive	False	StoatyDive is a tool to evaluate and classify predicted peak profiles to assess the binding specificity of a protein to its targets.		https://github.com/BackofenLab/StoatyDive
bioconductor-bnem	False	Training of logical models from indirect measurements of perturbation experiments	bnem combines the use of indirect measurements of Nested Effects Models (package mnem) with the Boolean networks of CellNOptR. Perturbation experiments of signalling nodes in cells are analysed for their effect on the global gene expression profile. Those profiles give evidence for the Boolean regulation of down-stream nodes in the network, e.g., whether two parents activate their child independently (OR-gate) or jointly (AND-gate).	https://bioconductor.org/packages/3.20/bioc/html/bnem.html
vsearch	False	A versatile open source tool for metagenomics (USEARCH alternative).		https://github.com/torognes/vsearch
bioconductor-genomicinstability	False	Genomic Instability estimation for scRNA-Seq	This package contain functions to run genomic instability analysis (GIA) from scRNA-Seq data. GIA estimates the association between gene expression and genomic location of the coding genes. It uses the aREA algorithm to quantify the enrichment of sets of contiguous genes (loci-blocks) on the gene expression profiles and estimates the Genomic Instability Score (GIS) for each analyzed cell.	https://bioconductor.org/packages/3.20/bioc/html/genomicInstability.html
metamate	False	metaMATE: your metabarcoding friend!		https://github.com/tjcreedy/metamate
r-pathwaytmb	False	A systematic bioinformatics tool to develop a new pathway-based gene panel for tumor mutational burden (TMB) assessment (pathway-based tumor mutational burden, PTMB), using somatic mutations files in an efficient manner from either The Cancer Genome Atlas sources or any in-house studies as long as the data is in mutation annotation file (MAF) format. Besides, we develop a multiple machine learning method using the sample's PTMB profiles to identify cancer-specific dysfunction pathways, which can be a biomarker of prognostic and predictive for cancer immunotherapy.		https://CRAN.R-project.org/package=pathwayTMB
skani	False	skani is a fast and robust tool for calculating ANI between metagenome assembled genomes and contigs.		https://github.com/bluenote-1577/skani
bioconductor-hmp2data	False	16s rRNA sequencing data from the Human Microbiome Project 2	HMP2Data is a Bioconductor package of the Human Microbiome Project 2 (HMP2) 16S rRNA sequencing data. Processed data is provided as phyloseq, SummarizedExperiment, and MultiAssayExperiment class objects. Individual matrices and data.frames used for building these S4 class objects are also provided in the package.	https://bioconductor.org/packages/3.20/data/experiment/html/HMP2Data.html
bioconductor-mixomics	False	Omics Data Integration Project	Multivariate methods are well suited to large omics data sets where the number of variables (e.g. genes, proteins, metabolites) is much larger than the number of samples (patients, cells, mice). They have the appealing properties of reducing the dimension of the data by using instrumental variables (components), which are defined as combinations of all variables. Those components are then used to produce useful graphical outputs that enable better understanding of the relationships and correlation structures between the different data sets that are integrated. mixOmics offers a wide range of multivariate methods for the exploration and integration of biological datasets with a particular focus on variable selection. The package proposes several sparse multivariate models we have developed to identify the key variables that are highly correlated, and/or explain the biological outcome of interest. The data that can be analysed with mixOmics may come from high throughput sequencing technologies, such as omics data (transcriptomics, metabolomics, proteomics, metagenomics etc) but also beyond the realm of omics (e.g. spectral imaging). The methods implemented in mixOmics can also handle missing values without having to delete entire rows with missing data. A non exhaustive list of methods include variants of generalised Canonical Correlation Analysis, sparse Partial Least Squares and sparse Discriminant Analysis. Recently we implemented integrative methods to combine multiple data sets: N-integration with variants of Generalised Canonical Correlation Analysis and P-integration with variants of multi-group Partial Least Squares.	https://bioconductor.org/packages/3.20/bioc/html/mixOmics.html
bioconductor-flowtrans	False	Parameter Optimization for Flow Cytometry Data Transformation	Profile maximum likelihood estimation of parameters for flow cytometry data transformations.	https://bioconductor.org/packages/3.20/bioc/html/flowTrans.html
bioconductor-pgxrpi	False	R wrapper for Progenetix	The package is an R wrapper for Progenetix REST API built upon the Beacon v2 protocol. Its purpose is to provide a seamless way for retrieving genomic data from Progenetix database—an open resource dedicated to curated oncogenomic profiles. Empowered by this package, users can effortlessly access and visualize data from Progenetix.	https://bioconductor.org/packages/3.20/bioc/html/pgxRpi.html
bmtagger	False	BMTagger aka Best Match Tagger is for removing human reads from metagenomics datasets		ftp://ftp.ncbi.nlm.nih.gov/pub/agarwala/bmtagger/
prophane	False	Annotate your metaproteomic search results		https://gitlab.com/s.fuchs/prophane/
fairy	False	fairy calculates all-to-all approximate coverage for multi-sample metagenomic binning > 100x faster than alignment.		https://github.com/bluenote-1577/fairy
bioconductor-plsdabatch	False	PLSDA-batch	A novel framework to correct for batch effects prior to any downstream analysis in microbiome data based on Projection to Latent Structures Discriminant Analysis. The main method is named “PLSDA-batch”. It first estimates treatment and batch variation with latent components, then subtracts batch-associated components from the data whilst preserving biological variation of interest. PLSDA-batch is highly suitable for microbiome data as it is non-parametric, multivariate and allows for ordination and data visualisation. Combined with centered log-ratio transformation for addressing uneven library sizes and compositional structure, PLSDA-batch addresses all characteristics of microbiome data that existing correction methods have ignored so far. Two other variants are proposed for 1/ unbalanced batch x treatment designs that are commonly encountered in studies with small sample sizes, and for 2/ selection of discriminative variables amongst treatment groups to avoid overfitting in classification problems. These two variants have widened the scope of applicability of PLSDA-batch to different data settings.	https://bioconductor.org/packages/3.20/bioc/html/PLSDAbatch.html
bioconductor-ompbam	False	C++ Library for OpenMP-based multi-threaded sequential profiling of Binary Alignment Map (BAM) files	This packages provides C++ header files for developers wishing to create R packages that processes BAM files. ompBAM automates file access, memory management, and handling of multiple threads 'behind the scenes', so developers can focus on creating domain-specific functionality. The included vignette contains detailed documentation of this API, including quick-start instructions to create a new ompBAM-based package, and step-by-step explanation of the functionality behind the example packaged included within ompBAM.	https://bioconductor.org/packages/3.20/bioc/html/ompBAM.html
interval-binning	False	A Python implementation of the interval binning scheme		https://github.com/martijnvermaat/binning
bioconductor-qsutils	False	Quasispecies Diversity	Set of utility functions for viral quasispecies analysis with NGS data. Most functions are equally useful for metagenomic studies. There are three main types: (1) data manipulation and exploration—functions useful for converting reads to haplotypes and frequencies, repairing reads, intersecting strand haplotypes, and visualizing haplotype alignments. (2) diversity indices—functions to compute diversity and entropy, in which incidence, abundance, and functional indices are considered. (3) data simulation—functions useful for generating random viral quasispecies data.	https://bioconductor.org/packages/3.20/bioc/html/QSutils.html
bioconductor-rjmcmcnucleosomes	False	Bayesian hierarchical model for genome-wide nucleosome positioning with high-throughput short-read data (MNase-Seq)	This package does nucleosome positioning using informative Multinomial-Dirichlet prior in a t-mixture with reversible jump estimation of nucleosome positions for genome-wide profiling.	https://bioconductor.org/packages/3.20/bioc/html/RJMCMCNucleosomes.html
bioconductor-rbec	False	Rbec: a tool for analysis of amplicon sequencing data from synthetic microbial communities	Rbec is a adapted version of DADA2 for analyzing amplicon sequencing data from synthetic communities (SynComs), where the reference sequences for each strain exists. Rbec can not only accurately profile the microbial compositions in SynComs, but also predict the contaminants in SynCom samples.	https://bioconductor.org/packages/3.20/bioc/html/Rbec.html
pantax	False	Strain-level metagenomic profiling using pangenome graphs with PanTax		https://github.com/LuoGroup2023/PanTax
gdmicro	False	GDmicro - Use GCN and Deep adaptation network to classify host disease status based on human gut microbiome data		https://github.com/liaoherui/GDmicro
bioconductor-multiclust	False	multiClust: An R-package for Identifying Biologically Relevant Clusters in Cancer Transcriptome Profiles	Clustering is carried out to identify patterns in transcriptomics profiles to determine clinically relevant subgroups of patients. Feature (gene) selection is a critical and an integral part of the process. Currently, there are many feature selection and clustering methods to identify the relevant genes and perform clustering of samples. However, choosing an appropriate methodology is difficult. In addition, extensive feature selection methods have not been supported by the available packages. Hence, we developed an integrative R-package called multiClust that allows researchers to experiment with the choice of combination of methods for gene selection and clustering with ease. Using multiClust, we identified the best performing clustering methodology in the context of clinical outcome. Our observations demonstrate that simple methods such as variance-based ranking perform well on the majority of data sets, provided that the appropriate number of genes is selected. However, different gene ranking and selection methods remain relevant as no methodology works for all studies.	https://bioconductor.org/packages/3.20/bioc/html/multiClust.html
bioconductor-brgenomics	False	Tools for the Efficient Analysis of High-Resolution Genomics Data	This package provides useful and efficient utilites for the analysis of high-resolution genomic data using standard Bioconductor methods and classes. BRGenomics is feature-rich and simplifies a number of post-alignment processing steps and data handling. Emphasis is on efficient analysis of multiple datasets, with support for normalization and blacklisting. Included are functions for: spike-in normalizing data; generating basepair-resolution readcounts and coverage data (e.g. for heatmaps); importing and processing bam files (e.g. for conversion to bigWig files); generating metaplots/metaprofiles (bootstrapped mean profiles) with confidence intervals; conveniently calling DESeq2 without using sample-blind estimates of genewise dispersion; among other features.	https://bioconductor.org/packages/3.18/bioc/html/BRGenomics.html
bioconductor-epistack	False	Heatmaps of Stack Profiles from Epigenetic Signals	The epistack package main objective is the visualizations of stacks of genomic tracks (such as, but not restricted to, ChIP-seq, ATAC-seq, DNA methyation or genomic conservation data) centered at genomic regions of interest. epistack needs three different inputs: 1) a genomic score objects, such as ChIP-seq coverage or DNA methylation values, provided as a `GRanges` (easily obtained from `bigwig` or `bam` files). 2) a list of feature of interest, such as peaks or transcription start sites, provided as a `GRanges` (easily obtained from `gtf` or `bed` files). 3) a score to sort the features, such as peak height or gene expression value.	https://bioconductor.org/packages/3.20/bioc/html/epistack.html
bioconductor-ctsge	False	Clustering of Time Series Gene Expression data	Methodology for supervised clustering of potentially many predictor variables, such as genes etc., in time series datasets Provides functions that help the user assigning genes to predefined set of model profiles.	https://bioconductor.org/packages/3.20/bioc/html/ctsGE.html
tb-ml	False	A simple tool for creating machine learning antimicrobial resistance prediction pipelines using Docker containers for M. tuberculosis.		https://github.com/jodyphelan/tb-ml
metacluster	False	MetaCluster5.1 is a new software for binning short pair-end reads	"MetaCluster5.1 is an unsupervised binning method that can (1) samples with
low-abundance species, or (2) samples (even with high-abundance) with many
extremely-low-abundance species. The input file should be in fasta format.
Every odd-number read and its next read are supposed to be pair-end reads.
"	http://i.cs.hku.hk/~alse/MetaCluster/
phables	False	Phables: from fragmented assemblies to high-quality bacteriophage genomes.	Phables resolves bacteriophage genomes using phage bubbles in viral metagenomic data.	https://github.com/Vini2/phables
binning_refiner	False	Improving genome bins through the combination of different binning programs		https://github.com/songweizhi/Binning_refiner
kraken	False	Kraken is a system for assigning taxonomic labels to short DNA sequences, usually obtained through metagenomic studies.		https://ccb.jhu.edu/software/kraken
checkm-genome	False	Assess the quality of microbial genomes recovered from isolates, single cells, and metagenomes.		https://github.com/Ecogenomics/CheckM
bracken	False	Bracken (Bayesian Reestimation of Abundance with KrakEN) is a highly accurate statistical method that computes the abundance of species in DNA sequences from a metagenomics sample.		https://github.com/jenniferlu717/Bracken
r-ampvis2	False	Tools for visualising amplicon data		https://github.com/MadsAlbertsen/ampvis2
bioconductor-meshes	False	MeSH Enrichment and Semantic analyses	MeSH (Medical Subject Headings) is the NLM controlled vocabulary used to manually index articles for MEDLINE/PubMed. MeSH terms were associated by Entrez Gene ID by three methods, gendoo, gene2pubmed and RBBH. This association is fundamental for enrichment and semantic analyses. meshes supports enrichment analysis (over-representation and gene set enrichment analysis) of gene list or whole expression profile. The semantic comparisons of MeSH terms provide quantitative ways to compute similarities between genes and gene groups. meshes implemented five methods proposed by Resnik, Schlicker, Jiang, Lin and Wang respectively and supports more than 70 species.	https://bioconductor.org/packages/3.20/bioc/html/meshes.html
bioconductor-animalcules	False	Interactive microbiome analysis toolkit	animalcules is an R package for utilizing up-to-date data analytics, visualization methods, and machine learning models to provide users an easy-to-use interactive microbiome analysis framework. It can be used as a standalone software package or users can explore their data with the accompanying interactive R Shiny application. Traditional microbiome analysis such as alpha/beta diversity and differential abundance analysis are enhanced, while new methods like biomarker identification are introduced by animalcules. Powerful interactive and dynamic figures generated by animalcules enable users to understand their data better and discover new insights.	https://bioconductor.org/packages/3.20/bioc/html/animalcules.html
rdrpcatch	False	RNA virus RdRp sequence scanner.	"RdRpCATCH (RNA-dependent RNA polymerase Collaborative Analysis Tool with Collections of pHMMs) 
is a tool for scanning sequences for RNA-dependent RNA polymerases (RdRps) using profile HMMs.
"	https://github.com/dimitris-karapliafis/RdRpCATCH
bioconductor-compass	False	Combinatorial Polyfunctionality Analysis of Single Cells	COMPASS is a statistical framework that enables unbiased analysis of antigen-specific T-cell subsets. COMPASS uses a Bayesian hierarchical framework to model all observed cell-subsets and select the most likely to be antigen-specific while regularizing the small cell counts that often arise in multi-parameter space. The model provides a posterior probability of specificity for each cell subset and each sample, which can be used to profile a subject's immune response to external stimuli such as infection or vaccination.	https://bioconductor.org/packages/3.20/bioc/html/COMPASS.html
canopy	False	Canopy - Metagenomics Canopy Clustering Implementation		https://github.com/hildebra/canopy2/
ditasic	False	DiTASiC is designed as a comprehensive approach for abundance estimation and differential abundance assessment of individual taxa in metagenomics samples.		https://rki_bioinformatics.gitlab.io/ditasic/
dms	False	Comprehensive taxonomic and phylogenetic comparison of shotgun metagenomes at the species level.		https://github.com/qibebt-bioinfo/dynamic-meta-storms
automappa	False	Automappa: An interactive interface for exploration of metagenomes.	"An interactive interface for exploration and refinment of metagenomes into metagenome-assembled genomes.
"	https://github.com/WiscEvan/Automappa
bioconductor-lace	False	Longitudinal Analysis of Cancer Evolution (LACE)	LACE is an algorithmic framework that processes single-cell somatic mutation profiles from cancer samples collected at different time points and in distinct experimental settings, to produce longitudinal models of cancer evolution. The approach solves a Boolean Matrix Factorization problem with phylogenetic constraints, by maximizing a weighed likelihood function computed on multiple time points.	https://bioconductor.org/packages/3.20/bioc/html/LACE.html
metamdbg	False	MetaMDBG: a lightweight assembler for long and accurate metagenomics reads.		https://github.com/GaetanBenoitDev/metaMDBG
expam	False	Metagenomic profiling using a reference phylogeny		https://github.com/seansolari/expam
coverm	False	CoverM aims to be a configurable, easy to use and fast DNA read coverage and relative abundance calculator focused on metagenomics applications.	CoverM aims to be a configurable, easy to use and fast DNA read coverage and relative abundance calculator focused on metagenomics application.	https://github.com/wwood/CoverM
centrifuge-core	False	Classifier for metagenomic sequences. Does not include evaluation scripts		http://www.ccb.jhu.edu/software/centrifuge
deeparg	False	A deep learning based approach to predict Antibiotic Resistance Genes (ARGs) from metagenomes		https://github.com/gaarangoa/deeparg
r-metalonda	False	Identify time intervals of differentially abundant metagenomics features in longitudinal studies.		https://github.com/aametwally/MetaLonDA
bioconductor-ancombc	False	Microbiome differential abudance and correlation analyses with bias correction	ANCOMBC is a package containing differential abundance (DA) and correlation analyses for microbiome data. Specifically, the package includes Analysis of Compositions of Microbiomes with Bias Correction 2 (ANCOM-BC2), Analysis of Compositions of Microbiomes with Bias Correction (ANCOM-BC), and Analysis of Composition of Microbiomes (ANCOM) for DA analysis, and Sparse Estimation of Correlations among Microbiomes (SECOM) for correlation analysis. Microbiome data are typically subject to two sources of biases: unequal sampling fractions (sample-specific biases) and differential sequencing efficiencies (taxon-specific biases). Methodologies included in the ANCOMBC package are designed to correct these biases and construct statistically consistent estimators.	https://bioconductor.org/packages/3.20/bioc/html/ANCOMBC.html
bioconductor-mbpcr	False	Bayesian Piecewise Constant Regression for DNA copy number estimation	It contains functions for estimating the DNA copy number profile using mBPCR with the aim of detecting regions with copy number changes.	https://bioconductor.org/packages/3.20/bioc/html/mBPCR.html
bioconductor-masigpro	False	Significant Gene Expression Profile Differences in Time Course Gene Expression Data	maSigPro is a regression based approach to find genes for which there are significant gene expression profile differences between experimental groups in time course microarray and RNA-Seq experiments.	https://bioconductor.org/packages/3.20/bioc/html/maSigPro.html
r-netcomi	False	Network Construction and Comparison for Microbiome Data	NetCoMi offers functions for constructing, analyzing, and comparing microbial association networks as well as dissimilarity-based networks for microbial compositional data. It also includes functionality for constructing differential association networks.	https://github.com/stefpeschel/NetCoMi
bioconductor-ifaa	False	Robust Inference for Absolute Abundance in Microbiome Analysis	This package offers a robust approach to make inference on the association of covariates with the absolute abundance (AA) of microbiome in an ecosystem. It can be also directly applied to relative abundance (RA) data to make inference on AA because the ratio of two RA is equal to the ratio of their AA. This algorithm can estimate and test the associations of interest while adjusting for potential confounders. The estimates of this method have easy interpretation like a typical regression analysis. High-dimensional covariates are handled with regularization and it is implemented by parallel computing. False discovery rate is automatically controlled by this approach. Zeros do not need to be imputed by a positive value for the analysis. The IFAA package also offers the 'MZILN' function for estimating and testing associations of abundance ratios with covariates.	https://bioconductor.org/packages/3.20/bioc/html/IFAA.html
platypus-conquistador	False	Platypus Conquistador: Confirming specific taxonomic groups within your metagenomic samples.		https://github.com/biocore/Platypus-Conquistador
bioconductor-clippda	False	A package for the clinical proteomic profiling data analysis	Methods for the nalysis of data from clinical proteomic profiling studies. The focus is on the studies of human subjects, which are often observational case-control by design and have technical replicates. A method for sample size determination for planning these studies is proposed. It incorporates routines for adjusting for the expected heterogeneities and imbalances in the data and the within-sample replicate correlations.	https://bioconductor.org/packages/3.20/bioc/html/clippda.html
variantbam	False	Filtering and profiling of next-generational sequencing data using region-specific rules		https://github.com/jwalabroad/VariantBam
bioconductor-rnaseqcovarimpute	False	Impute Covariate Data in RNA Sequencing Studies	The RNAseqCovarImpute package makes linear model analysis for RNA sequencing read counts compatible with multiple imputation (MI) of missing covariates. A major problem with implementing MI in RNA sequencing studies is that the outcome data must be included in the imputation prediction models to avoid bias. This is difficult in omics studies with high-dimensional data. The first method we developed in the RNAseqCovarImpute package surmounts the problem of high-dimensional outcome data by binning genes into smaller groups to analyze pseudo-independently. This method implements covariate MI in gene expression studies by 1) randomly binning genes into smaller groups, 2) creating M imputed datasets separately within each bin, where the imputation predictor matrix includes all covariates and the log counts per million (CPM) for the genes within each bin, 3) estimating gene expression changes using `limma::voom` followed by `limma::lmFit` functions, separately on each M imputed dataset within each gene bin, 4) un-binning the gene sets and stacking the M sets of model results before applying the `limma::squeezeVar` function to apply a variance shrinking Bayesian procedure to each M set of model results, 5) pooling the results with Rubins’ rules to produce combined coefficients, standard errors, and P-values, and 6) adjusting P-values for multiplicity to account for false discovery rate (FDR). A faster method uses principal component analysis (PCA) to avoid binning genes while still retaining outcome information in the MI models. Binning genes into smaller groups requires that the MI and limma-voom analysis is run many times (typically hundreds). The more computationally efficient MI PCA method implements covariate MI in gene expression studies by 1) performing PCA on the log CPM values for all genes using the Bioconductor `PCAtools` package, 2) creating M imputed datasets where the imputation predictor matrix includes all covariates and the optimum number of PCs to retain (e.g., based on Horn’s parallel analysis or the number of PCs that account for >80% explained variation), 3) conducting the standard limma-voom pipeline with the `voom` followed by `lmFit` followed by `eBayes` functions on each M imputed dataset, 4) pooling the results with Rubins’ rules to produce combined coefficients, standard errors, and P-values, and 5) adjusting P-values for multiplicity to account for false discovery rate (FDR).	https://bioconductor.org/packages/3.20/bioc/html/RNAseqCovarImpute.html
gmwi2	False	Enhanced Health Status Prediction from Gut Microbiome Taxonomic Profiles	"GMWI2 (Gut Microbiome Wellness Index 2) is a robust and biologically interpretable predictor of health status based on gut microbiome taxonomic profiles. 
On a stool metagenome sample, this command-line tool performs four major steps:
(1) Quality control;
(2) Taxonomic profiling using MetaPhlAn3 (v3.0.13) with the mpa\_v30\_CHOCOPhlAn_201901 marker database;
(3) Transformation of taxonomic relative abundances into a binary presence/absence profile;
(4) Computation of the GMWI2 score using a Lasso-penalized logistic regression model trained on a meta-dataset of 8,069 health status labeled stool shotgun metagenomes."	https://github.com/danielchang2002/GMWI2
bioconductor-mira	False	Methylation-Based Inference of Regulatory Activity	DNA methylation contains information about the regulatory state of the cell. MIRA aggregates genome-scale DNA methylation data into a DNA methylation profile for a given region set with shared biological annotation. Using this profile, MIRA infers and scores the collective regulatory activity for the region set. MIRA facilitates regulatory analysis in situations where classical regulatory assays would be difficult and allows public sources of region sets to be leveraged for novel insight into the regulatory state of DNA methylation datasets.	https://bioconductor.org/packages/3.20/bioc/html/MIRA.html
grimer	False	GRIMER performs analysis of microbiome studies and generates a portable and interactive dashboard	"GRIMER performs analysis of microbiome studies and generates a portable and interactive dashboard 
integrating annotation, taxonomy and metadata with focus on contamination detection. 
"	https://github.com/pirovc/grimer
bioconductor-bamsignals	False	Extract read count signals from bam files	This package allows to efficiently obtain count vectors from indexed bam files. It counts the number of reads in given genomic ranges and it computes reads profiles and coverage profiles. It also handles paired-end data.	https://bioconductor.org/packages/3.20/bioc/html/bamsignals.html
bioconductor-ribosomeprofilingqc	False	Ribosome Profiling Quality Control	Ribo-Seq (also named ribosome profiling or footprinting) measures translatome (unlike RNA-Seq, which sequences the transcriptome) by direct quantification of the ribosome-protected fragments (RPFs). This package provides the tools for quality assessment of ribosome profiling. In addition, it can preprocess Ribo-Seq data for subsequent differential analysis.	https://bioconductor.org/packages/3.20/bioc/html/ribosomeProfilingQC.html
bioconductor-zitools	False	Analysis of zero-inflated count data	zitools allows for zero inflated count data analysis by either using down-weighting of excess zeros or by replacing an appropriate proportion of excess zeros with NA. Through overloading frequently used statistical functions (such as mean, median, standard deviation), plotting functions (such as boxplots or heatmap) or differential abundance tests, it allows a wide range of downstream analyses for zero-inflated data in a less biased manner. This becomes applicable in the context of microbiome analyses, where the data is often overdispersed and zero-inflated, therefore making data analysis extremly challenging.	https://bioconductor.org/packages/3.20/bioc/html/zitools.html
bioconductor-transcriptogramer	False	Transcriptional analysis based on transcriptograms	R package for transcriptional analysis based on transcriptograms, a method to analyze transcriptomes that projects expression values on a set of ordered proteins, arranged such that the probability that gene products participate in the same metabolic pathway exponentially decreases with the increase of the distance between two proteins of the ordering. Transcriptograms are, hence, genome wide gene expression profiles that provide a global view for the cellular metabolism, while indicating gene sets whose expressions are altered.	https://bioconductor.org/packages/3.20/bioc/html/transcriptogramer.html
bioconductor-depinfer	False	Inferring tumor-specific cancer dependencies through integrating ex-vivo drug response assays and drug-protein profiling	DepInfeR integrates two experimentally accessible input data matrices: the drug sensitivity profiles of cancer cell lines or primary tumors ex-vivo (X), and the drug affinities of a set of proteins (Y), to infer a matrix of molecular protein dependencies of the cancers (ß). DepInfeR deconvolutes the protein inhibition effect on the viability phenotype by using regularized multivariate linear regression. It assigns a “dependence coefficient” to each protein and each sample, and therefore could be used to gain a causal and accurate understanding of functional consequences of genomic aberrations in a heterogeneous disease, as well as to guide the choice of pharmacological intervention for a specific cancer type, sub-type, or an individual patient. For more information, please read out preprint on bioRxiv: https://doi.org/10.1101/2022.01.11.475864.	https://bioconductor.org/packages/3.20/bioc/html/DepInfeR.html
bioconductor-cghcall	False	Calling aberrations for array CGH tumor profiles.	Calls aberrations for array CGH data using a six state mixture model as well as several biological concepts that are ignored by existing algorithms. Visualization of profiles is also provided.	https://bioconductor.org/packages/3.20/bioc/html/CGHcall.html
msamtools	False	microbiome-related extension to samtools		https://github.com/arumugamlab/msamtools
vamb	False	Variational autoencoder for metagenomic binning.		https://github.com/RasmussenLab/vamb
r-ctree	False	Clone trees for Cancer Evolution studies from bulk sequencing data.	"The ctree package implements clones trees for cancer evolutionary studies. 
These models are built from Cancer Cell Franctions (CCFs) clusters computed via 
tumour subclonal deconvolution, using either one or more tumour biopsies at once. 
They can be used to model evolutionary trajectories from bulk sequencing data, 
especially if whole-genome sequencing is available. The package implements S3 
objects for the mutation trees, as well as a Monte Carlo sampler to generate them, 
as well as functions to plot and analyze the trees. The sibling of a clone tree is 
a mutation tree, which is built from binary mutation profiles; refer to the mtree 
package for mutation trees.
"	https://github.com/caravagnalab/ctree
checkv	False	Assess the quality of metagenome-assembled viral genomes.		https://bitbucket.org/berkeleylab/checkv
cami-amber	False	AMBER: Assessment of Metagenome BinnERs		https://github.com/CAMI-challenge/AMBER
migmap	False	A wrapper for IgBlast V-(D)-J mapping tool designed to facilitate analysis immune receptor libraries profiled using high-throughput sequencing.		https://github.com/mikessh/migmap
r-deconstructsigs	False	Takes sample information in the form of the fraction of mutations in each of 96 trinucleotide contexts and identifies the weighted combination of published signatures that, when summed, most closely reconstructs the mutational profile.		https://github.com/raerose01/deconstructSigs
bioconductor-tpp2d	False	Detection of ligand-protein interactions from 2D thermal profiles (DLPTP)	Detection of ligand-protein interactions from 2D thermal profiles (DLPTP), Performs an FDR-controlled analysis of 2D-TPP experiments by functional analysis of dose-response curves across temperatures.	https://bioconductor.org/packages/3.20/bioc/html/TPP2D.html
argo	False	Argo: species-resolved profiling of antibiotic resistance genes in complex metagenomes through long-read overlapping		https://github.com/xinehc/argo
mg-toolkit	False	Metagenomics toolkit.		https://www.ebi.ac.uk/metagenomics
