package.name	keep	about.home	about.license	about.license_family	about.license_file	about.summary	build.noarch	build.number	build.script	package.version	requirements.host	requirements.run	source.sha256	source.url	test.commands	test.imports	about.description	build.rpaths	build.run_exports	extra.parent_recipe.name	extra.parent_recipe.path	extra.parent_recipe.version	source.md5	about.dev_url	build.entry_points	extra.recipe-maintainers	requirements.build	extra.identifiers	extra.notes	build.skip	extra.additional-platforms	source.patches	about.doc_url	extra.skip-lints	extra.container.extended-base	test.requires	about.recipe-maintainers	source.git_rev	source.git_url	build.binary_relocation	source	about.licence_family	about.licence_url	build.has_prefix_files	test.source_files	extra.maintainers	identifiers	build.merge_build_host	extra.authors	about.licence_file	build.script_env	about.notes	test.files	extra.additional notes identifiers	extra.autobump.enable	test.import	outputs	extra.identifies	about.doc_source_url	build.no_link	extra.documentation	extra.doi	about.license_url	extra.recipe_maintainers	source.folder	extra.watch	extra.recipe-maintainer
bioconductor-dirichletmultinomial	False	https://bioconductor.org/packages/3.20/bioc/html/DirichletMultinomial.html	LGPL-3		/lib/R/share/licenses/LGPL-3	Dirichlet-Multinomial Mixture Model Machine Learning for Microbiome Data		1		1.48.0	['bioconductor-biocgenerics >=0.52.0,<0.53.0', 'bioconductor-iranges >=2.40.0,<2.41.0', 'bioconductor-s4vectors >=0.44.0,<0.45.0', 'r-base', 'libblas', 'liblapack', 'gsl']	['bioconductor-biocgenerics >=0.52.0,<0.53.0', 'bioconductor-iranges >=2.40.0,<2.41.0', 'bioconductor-s4vectors >=0.44.0,<0.45.0', 'r-base', 'gsl']		['https://bioconductor.org/packages/3.20/bioc/src/contrib/DirichletMultinomial_1.48.0.tar.gz', 'https://bioconductor.org/packages/3.20/bioc/src/contrib/Archive/DirichletMultinomial/DirichletMultinomial_1.48.0.tar.gz', 'https://bioarchive.galaxyproject.org/DirichletMultinomial_1.48.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-dirichletmultinomial/bioconductor-dirichletmultinomial_1.48.0_src_all.tar.gz']	"['$R -e ""library(\'DirichletMultinomial\')""']"		Dirichlet-multinomial mixture models can be used to describe variability in microbial metagenomic data. This package is an interface to code originally made available by Holmes, Harris, and Quince, 2012, PLoS ONE 7(2): 1-15, as discussed further in the man page for this package, ?DirichletMultinomial.	['lib/R/lib/', 'lib/']	None	bioconductor-dirichletmultinomial	recipes/bioconductor-dirichletmultinomial	1.22.0	ff5ee6c605c511ad6e8f2e3e6ad1165c				['None', 'make']	['biotools:dirichletmultinomial', 'doi:10.1371/journal.pone.0030126']			['linux-aarch64', 'osx-arm64']																																				
crocodeel	False	https://github.com/metagenopolis/crocodeel	GPL-3.0-or-later	GPL3	COPYING	CroCoDeEL is a tool that detects cross-sample contamination in shotgun metagenomic data	python	0	-m pip install . --no-build-isolation --no-deps --no-cache-dir -vvv	1.0.8	['python >=3.12', 'poetry-core', 'pip']	['python >=3.12', 'pandas >=2.2', 'numpy >=1.26', 'joblib >=1.4', 'scipy >=1.13', 'scikit-learn >=1.3,<1.4', 'matplotlib-base >=3.8', 'tqdm >=4.66']	f007308a4b8499e8da2f190486426c4e1ead242724b218516dbdb45d54d3ba23	https://pypi.io/packages/source/c/crocodeel/crocodeel-1.0.8.tar.gz	['crocodeel test_install']		"CroCoDeEL is a tool that detects cross-sample (aka well-to-well) contamination in shotgun metagenomic data.
It accurately identifies contaminated samples but also pinpoints contamination sources and estimates contamination rates.
CroCoDeEL relies only on species abundance tables and does not need negative controls.
"		['None']						['crocodeel = crocodeel.crocodeel:main']																																										
bioconductor-mscoreutils	False	https://bioconductor.org/packages/3.20/bioc/html/MsCoreUtils.html	Artistic-2.0			Core Utils for Mass Spectrometry Data		1		1.18.0	['bioconductor-s4vectors >=0.44.0,<0.45.0', 'r-base', 'r-clue', 'r-mass', 'r-rcpp', 'libblas', 'liblapack']	['bioconductor-s4vectors >=0.44.0,<0.45.0', 'r-base', 'r-clue', 'r-mass', 'r-rcpp']		['https://bioconductor.org/packages/3.20/bioc/src/contrib/MsCoreUtils_1.18.0.tar.gz', 'https://bioconductor.org/packages/3.20/bioc/src/contrib/Archive/MsCoreUtils/MsCoreUtils_1.18.0.tar.gz', 'https://bioarchive.galaxyproject.org/MsCoreUtils_1.18.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-mscoreutils/bioconductor-mscoreutils_1.18.0_src_all.tar.gz']	"['$R -e ""library(\'MsCoreUtils\')""']"		MsCoreUtils defines low-level functions for mass spectrometry data and is independent of any high-level data structures. These functions include mass spectra processing functions (noise estimation, smoothing, binning, baseline estimation), quantitative aggregation functions (median polish, robust summarisation, ...), missing data imputation, data normalisation (quantiles, vsn, ...), misc helper functions, that are used across high-level data structure within the R for Mass Spectrometry packages.	['lib/R/lib/', 'lib/']	None				61311736dc7f409221abbac6dad1732a				['None', 'None', 'make']	['biotools:mscoreutils', 'usegalaxy-eu:mscoreutils']			['linux-aarch64', 'osx-arm64']																																				
nonpareil	False	https://github.com/lmrodriguezr/nonpareil	Artistic License 2.0			Estimate average coverage and create curves for metagenomic datasets.		2	"['mkdir -p ""${PREFIX}/bin""', 'export LDFLAGS=""${LDFLAGS} -L${PREFIX}/lib""', 'export CPPFLAGS=""${CPPFLAGS} -I${PREFIX}/include""', 'export CXXFLAGS=""${CXXFLAGS} -O3""', 'make -j""${CPU_COUNT}"" cpp=""${CXX} ${CXXFLAGS} ${CPPFLAGS} ${LDFLAGS}"" nonpareil', 'make prefix=""${PREFIX}"" install', 'install -v -m 0755 utils/NonpareilCurves.R ""${PREFIX}/bin""']"	3.5.5	['r-base', 'zlib']	['r-base', 'r-optparse', 'r-jsonlite']	a1896a3ecf1394cbbc685de8dcb0eef04aa089e5ad6badf51d0eaa89b4b3bf1e	https://github.com/lmrodriguezr/nonpareil/archive/v3.5.5.tar.gz	"['nonpareil -h 2>&1 | grep ""Nonpareil""', 'NonpareilCurves.R -h']"				['None']					https://github.com/lmrodriguezr/nonpareil			['None']				['linux-aarch64', 'osx-arm64']		https://nonpareil.readthedocs.io																																		
bioconductor-simbindprofiles	False	https://bioconductor.org/packages/3.18/bioc/html/SimBindProfiles.html	GPL-3		/lib/R/share/licenses/GPL-3	Similar Binding Profiles	generic	0		1.40.0	['bioconductor-biobase >=2.62.0,<2.63.0', 'bioconductor-limma >=3.58.0,<3.59.0', 'bioconductor-ringo >=1.66.0,<1.67.0', 'r-base', 'r-mclust']	['bioconductor-biobase >=2.62.0,<2.63.0', 'bioconductor-limma >=3.58.0,<3.59.0', 'bioconductor-ringo >=1.66.0,<1.67.0', 'r-base', 'r-mclust']		['https://bioconductor.org/packages/3.18/bioc/src/contrib/SimBindProfiles_1.40.0.tar.gz', 'https://bioconductor.org/packages/3.18/bioc/src/contrib/Archive/SimBindProfiles/SimBindProfiles_1.40.0.tar.gz', 'https://bioarchive.galaxyproject.org/SimBindProfiles_1.40.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-simbindprofiles/bioconductor-simbindprofiles_1.40.0_src_all.tar.gz']	"['$R -e ""library(\'SimBindProfiles\')""']"		SimBindProfiles identifies common and unique binding regions in genome tiling array data. This package does not rely on peak calling, but directly compares binding profiles processed on the same array platform. It implements a simple threshold approach, thus allowing retrieval of commonly and differentially bound regions between datasets as well as events of compensation and increased binding.	['lib/R/lib/', 'lib/']	None	bioconductor-simbindprofiles	recipes/bioconductor-simbindprofiles	1.18.0	9785a8acda5c3423edaefd09f14e6ca2					['biotools:simbindprofiles', 'doi:10.1038/nmeth.3252']																																							
pftools	False	https://github.com/sib-swiss/pftools3	GPL-2.0-or-later	GPL	LICENSE	A generalized profile syntax for biomolecular sequence motifs and its function in automatic sequence interpretation.		0		3.2.13	['r-base', 'perl', 'zlib', 'pcre2', 'perl-file-slurp']	['r-base', 'perl', 'pcre2', 'perl-file-slurp']	8ce94eee80e2801fa783574101efe2da8e094cd2353acb6655de9811237d6b95	https://github.com/sib-swiss/pftools3/archive/refs/tags/v3.2.13.tar.gz	['gtop -h 2>&1 | grep -i usage', 'pfmake -h 2>&1 | grep -i usage', 'pfscan -h 2>&1 | grep -i usage', 'pfscanV3 -h', 'pfsearchV3 -h', 'pfw -h 2>&1 | grep -i usage', 'ptoh -h 2>&1 | grep -i usage', 'htop -h 2>&1 | grep -i usage', 'pfscale -h 2>&1 | grep -i usage', 'pfsearch -h 2>&1 | grep -i usage', 'ps_scan.pl -h 2>&1 | grep -i version', 'sort_fasta.pl -h', 'scramble_fasta.pl -h 2>&1 | grep -i usage', 'make_iupac_cmp.pl -h', 'fasta_to_fastq.pl -h', 'psa2msa -h 2>&1 | grep -i usage', '2ft -h 2>&1 | grep -i usage', '6ft -h 2>&1 | grep -i usage', 'ptof -h 2>&1 | grep -i usage']				['None']					https://github.com/sib-swiss/pftools3			['make', 'None', 'None', 'cmake', 'pkg-config']			True			https://web.expasy.org/pftools		True																																
bioconductor-ramr	False	https://bioconductor.org/packages/3.20/bioc/html/ramr.html	Artistic-2.0			Detection of Rare Aberrantly Methylated Regions in Array and NGS Data	generic	0		1.14.0	['bioconductor-biocgenerics >=0.52.0,<0.53.0', 'bioconductor-genomicranges >=1.58.0,<1.59.0', 'bioconductor-iranges >=2.40.0,<2.41.0', 'bioconductor-s4vectors >=0.44.0,<0.45.0', 'r-base', 'r-doparallel', 'r-dorng', 'r-envstats', 'r-extdist', 'r-foreach', 'r-ggplot2', 'r-matrixstats', 'r-reshape2']	['bioconductor-biocgenerics >=0.52.0,<0.53.0', 'bioconductor-genomicranges >=1.58.0,<1.59.0', 'bioconductor-iranges >=2.40.0,<2.41.0', 'bioconductor-s4vectors >=0.44.0,<0.45.0', 'r-base', 'r-doparallel', 'r-dorng', 'r-envstats', 'r-extdist', 'r-foreach', 'r-ggplot2', 'r-matrixstats', 'r-reshape2']		['https://bioconductor.org/packages/3.20/bioc/src/contrib/ramr_1.14.0.tar.gz', 'https://bioconductor.org/packages/3.20/bioc/src/contrib/Archive/ramr/ramr_1.14.0.tar.gz', 'https://bioarchive.galaxyproject.org/ramr_1.14.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-ramr/bioconductor-ramr_1.14.0_src_all.tar.gz']	"['$R -e ""library(\'ramr\')""']"		ramr is an R package for detection of low-frequency aberrant methylation events in large data sets obtained by methylation profiling using array or high-throughput bisulfite sequencing. In addition, package provides functions to visualize found aberrantly methylated regions (AMRs), to generate sets of all possible regions to be used as reference sets for enrichment analysis, and to generate biologically relevant test data sets for performance evaluation of AMR/DMR search algorithms.	['lib/R/lib/', 'lib/']	None				45dfa15b6a3fc7acdf6ef9a5006b8cae																																												
bioconductor-adsplit	False	https://bioconductor.org/packages/3.20/bioc/html/adSplit.html	GPL (>= 2)		/lib/R/share/licenses/GPL-3	Annotation-Driven Clustering		1		1.76.0	['bioconductor-annotationdbi >=1.68.0,<1.69.0', 'bioconductor-biobase >=2.66.0,<2.67.0', 'bioconductor-go.db >=3.20.0,<3.21.0', 'bioconductor-keggrest >=1.46.0,<1.47.0', 'bioconductor-multtest >=2.62.0,<2.63.0', 'r-base', 'r-cluster >=1.9.1', 'libblas', 'liblapack']	['bioconductor-annotationdbi >=1.68.0,<1.69.0', 'bioconductor-biobase >=2.66.0,<2.67.0', 'bioconductor-go.db >=3.20.0,<3.21.0', 'bioconductor-keggrest >=1.46.0,<1.47.0', 'bioconductor-multtest >=2.62.0,<2.63.0', 'r-base', 'r-cluster >=1.9.1']		['https://bioconductor.org/packages/3.20/bioc/src/contrib/adSplit_1.76.0.tar.gz', 'https://bioconductor.org/packages/3.20/bioc/src/contrib/Archive/adSplit/adSplit_1.76.0.tar.gz', 'https://bioarchive.galaxyproject.org/adSplit_1.76.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-adsplit/bioconductor-adsplit_1.76.0_src_all.tar.gz']	"['$R -e ""library(\'adSplit\')""']"		This package implements clustering of microarray gene expression profiles according to functional annotations. For each term genes are annotated to, splits into two subclasses are computed and a significance of the supporting gene set is determined.	['lib/R/lib/', 'lib/']	None	bioconductor-adsplit	recipes/bioconductor-adsplit	1.50.0	4dba31266eac16ec5639cc0fa671532c				['None', 'None', 'make']				['linux-aarch64']																																				
bioconductor-eudysbiome	False	https://bioconductor.org/packages/3.20/bioc/html/eudysbiome.html	GPL-2		/lib/R/share/licenses/GPL-2	Cartesian plot and contingency test on 16S Microbial data	generic	0		1.36.0	['bioconductor-biostrings >=2.74.0,<2.75.0', 'bioconductor-rsamtools >=2.22.0,<2.23.0', 'r-base', 'r-plyr', 'r-r.utils']	['bioconductor-biostrings >=2.74.0,<2.75.0', 'bioconductor-rsamtools >=2.22.0,<2.23.0', 'r-base', 'r-plyr', 'r-r.utils']		['https://bioconductor.org/packages/3.20/bioc/src/contrib/eudysbiome_1.36.0.tar.gz', 'https://bioconductor.org/packages/3.20/bioc/src/contrib/Archive/eudysbiome/eudysbiome_1.36.0.tar.gz', 'https://bioarchive.galaxyproject.org/eudysbiome_1.36.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-eudysbiome/bioconductor-eudysbiome_1.36.0_src_all.tar.gz']	"['$R -e ""library(\'eudysbiome\')""']"		eudysbiome a package that permits to annotate the differential genera as harmful/harmless based on their ability to contribute to host diseases (as indicated in literature) or unknown based on their ambiguous genus classification. Further, the package statistically measures the eubiotic (harmless genera increase or harmful genera decrease) or dysbiotic(harmless genera decrease or harmful genera increase) impact of a given treatment or environmental change on the (gut-intestinal, GI) microbiome in comparison to the microbiome of the reference condition.	['lib/R/lib/', 'lib/']	None	bioconductor-eudysbiome	recipes/bioconductor-eudysbiome	1.10.0	72f91101f718f87703e7846bb596a02a					['biotools:eudysbiome', 'doi:10.1186/s12918-016-0344-6']																																							
carpedeam	False	https://github.com/LouisPwr/CarpeDeam	GPL-3.0-only	GPL3	LICENCE.md	CarpeDeam - A metagenomic assembler for heavily damaged ancient datasets.		0		1.0.1	['llvm-openmp', 'gawk', 'zlib', 'bzip2']	['llvm-openmp', 'gawk', 'perl']	14ac5b372137a388bf489d7a9d20cec9a2e665fbeec86cadbf5899bf1db40537	https://github.com/LouisPwr/CarpeDeam/archive/refs/tags/v1.0.1.tar.gz	"['carpedeam --version | grep ""Ancient Metagenome Assembler.""']"				['None']					https://github.com/LouisPwr/CarpeDeam		['gabriel-renaud', 'louis-kraft']	['None', 'None', 'cmake <4', 'make', 'pkg-config']	['doi:10.1101/2024.08.09.607291']					https://github.com/LouisPwr/CarpeDeam/blob/v1.0.1/README.md																																		
bioconductor-microbiomeexplorer	False	https://bioconductor.org/packages/3.18/bioc/html/microbiomeExplorer.html	MIT + file LICENSE		LICENSE	Microbiome Exploration App	generic	0		1.12.0	['bioconductor-biobase >=2.62.0,<2.63.0', 'bioconductor-biomformat >=1.30.0,<1.31.0', 'bioconductor-deseq2 >=1.42.0,<1.43.0', 'bioconductor-limma >=3.58.0,<3.59.0', 'bioconductor-metagenomeseq >=1.43.0,<1.44.0', 'r-base', 'r-broom', 'r-car', 'r-dplyr', 'r-dt >=0.12.0', 'r-forcats', 'r-heatmaply', 'r-knitr', 'r-lubridate', 'r-magrittr', 'r-matrixstats', 'r-plotly >=4.9.1', 'r-purrr', 'r-rcolorbrewer', 'r-readr', 'r-reshape2', 'r-rlang', 'r-rmarkdown >=1.9.0', 'r-shiny', 'r-shinycssloaders', 'r-shinydashboard', 'r-shinyjs >=2.0.0', 'r-shinywidgets', 'r-stringr', 'r-tibble', 'r-tidyr', 'r-vegan']	['bioconductor-biobase >=2.62.0,<2.63.0', 'bioconductor-biomformat >=1.30.0,<1.31.0', 'bioconductor-deseq2 >=1.42.0,<1.43.0', 'bioconductor-limma >=3.58.0,<3.59.0', 'bioconductor-metagenomeseq >=1.43.0,<1.44.0', 'r-base', 'r-broom', 'r-car', 'r-dplyr', 'r-dt >=0.12.0', 'r-forcats', 'r-heatmaply', 'r-knitr', 'r-lubridate', 'r-magrittr', 'r-matrixstats', 'r-plotly >=4.9.1', 'r-purrr', 'r-rcolorbrewer', 'r-readr', 'r-reshape2', 'r-rlang', 'r-rmarkdown >=1.9.0', 'r-shiny', 'r-shinycssloaders', 'r-shinydashboard', 'r-shinyjs >=2.0.0', 'r-shinywidgets', 'r-stringr', 'r-tibble', 'r-tidyr', 'r-vegan']		['https://bioconductor.org/packages/3.18/bioc/src/contrib/microbiomeExplorer_1.12.0.tar.gz', 'https://bioconductor.org/packages/3.18/bioc/src/contrib/Archive/microbiomeExplorer/microbiomeExplorer_1.12.0.tar.gz', 'https://bioarchive.galaxyproject.org/microbiomeExplorer_1.12.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-microbiomeexplorer/bioconductor-microbiomeexplorer_1.12.0_src_all.tar.gz']	"['$R -e ""library(\'microbiomeExplorer\')""']"		The MicrobiomeExplorer R package is designed to facilitate the analysis and visualization of marker-gene survey feature data. It allows a user to perform and visualize typical microbiome analytical workflows either through the command line or an interactive Shiny application included with the package. In addition to applying common analytical workflows the application enables automated analysis report generation.	['lib/R/lib/', 'lib/']	None				c1e966728a968697ad53fd6405c156c5																																												
k-slam	False	https://github.com/aindj/k-SLAM	GPL-3.0			k-SLAM is a program for alignment based metagenomic analysis of large sets of high-throughput sequence data.		2		1.0	['boost']	['boost']	bbe707a5654acb9bf795000254672ae3fa79e024d1359ba66507e63f0f7dfb57	https://github.com/aindj/k-SLAM/archive/1.0.tar.gz	"['SLAM --help | grep ""Align paired reads""']"												['make', 'None']			True																																					
resmico	False	https://github.com/leylabmpi/ResMiCo	MIT	MIT	LICENSE	Increasing the quality of metagenome-assembled genomes with deep learning		2	 -m pip install . -vv	1.2.2	['python', 'pip', 'numpy >=1.17.0', 'setuptools', 'cython', 'zlib']	['python', 'cmake >=3.13', 'ipython', 'keras >=2.8.0', 'numpy >=1.17.0', 'pandas >=1.4.2', 'pathos >=0.2.9', 'pytables', 'pysam >=0.19.1', 'protobuf >=3.20', 'tensorflow >=2.8.1', 'tensorboard <2.9.0', 'scikit-learn >=1.1.1', 'toolz >=0.11.2']	540d709749befa646a4822f4fb878192ed129ed8dbebc8abe67da805608b7bda	https://pypi.io/packages/source/r/resmico/resmico-1.2.2.tar.gz	['resmico bam2feat -h', 'resmico train -h', 'resmico evaluate -h', 'resmico filter -h']	['resmico']								https://github.com/leylabmpi/ResMiCo		['nick-youngblut', 'danieldanciu']	['None', 'None']			True			https://github.com/leylabmpi/ResMiCo																																		
bioconductor-dar	False	https://bioconductor.org/packages/3.20/bioc/html/dar.html	MIT + file LICENSE		LICENSE	Differential Abundance Analysis by Consensus	generic	0		1.2.0	['bioconductor-complexheatmap >=2.22.0,<2.23.0', 'bioconductor-mia >=1.14.0,<1.15.0', 'bioconductor-phyloseq >=1.50.0,<1.51.0', 'r-base', 'r-cli', 'r-crayon', 'r-dplyr', 'r-generics', 'r-ggplot2', 'r-glue', 'r-gplots', 'r-heatmaply', 'r-magrittr', 'r-purrr', 'r-readr', 'r-rlang >=0.4.11', 'r-scales', 'r-stringr', 'r-tibble', 'r-tidyr', 'r-upsetr', 'r-waldo']	['bioconductor-complexheatmap >=2.22.0,<2.23.0', 'bioconductor-mia >=1.14.0,<1.15.0', 'bioconductor-phyloseq >=1.50.0,<1.51.0', 'r-base', 'r-cli', 'r-crayon', 'r-dplyr', 'r-generics', 'r-ggplot2', 'r-glue', 'r-gplots', 'r-heatmaply', 'r-magrittr', 'r-purrr', 'r-readr', 'r-rlang >=0.4.11', 'r-scales', 'r-stringr', 'r-tibble', 'r-tidyr', 'r-upsetr', 'r-waldo']		['https://bioconductor.org/packages/3.20/bioc/src/contrib/dar_1.2.0.tar.gz', 'https://bioconductor.org/packages/3.20/bioc/src/contrib/Archive/dar/dar_1.2.0.tar.gz', 'https://bioarchive.galaxyproject.org/dar_1.2.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-dar/bioconductor-dar_1.2.0_src_all.tar.gz']	"['$R -e ""library(\'dar\')""']"		Differential abundance testing in microbiome data challenges both parametric and non-parametric statistical methods, due to its sparsity, high variability and compositional nature. Microbiome-specific statistical methods often assume classical distribution models or take into account compositional specifics. These produce results that range within the specificity vs sensitivity space in such a way that type I and type II error that are difficult to ascertain in real microbiome data when a single method is used. Recently, a consensus approach based on multiple differential abundance (DA) methods was recently suggested in order to increase robustness. With dar, you can use dplyr-like pipeable sequences of DA methods and then apply different consensus strategies. In this way we can obtain more reliable results in a fast, consistent and reproducible way.	['lib/R/lib/', 'lib/']	None				890a3fe2eec770fe82d3a41b5551d91c																																												
pmlst	False	https://bitbucket.org/genomicepidemiology/pmlst	APACHE-2.0	APACHE	LICENSE-2.0.txt	Plasmid Multi-Locus Sequence Typing	generic	0		2.0.3	['git', 'kma']	['python >=3', 'kma', 'biopython', 'blast >=2.8.1', 'cgecore 1.5.5', 'tabulate 0.7.7']	3da48017ded3fc8a97e4f7fdccab8dc7eacc160ff278de8a2ec26a3dd9f2a45c	https://bitbucket.org/genomicepidemiology/pmlst/get/2.0.3.tar.gz	['pmlst.py --help']														pMLST requires database that can be downloaded with download-db.sh.			['python_path.patch']																																			
rgi	False	https://card.mcmaster.ca	https://card.mcmaster.ca/about		LICENSE	This tool provides a preliminary annotation of your DNA sequence(s) based upon the data available in The Comprehensive Antibiotic Resistance Database (CARD). Hits to genes tagged with Antibiotic Resistance ontology terms will be highlighted. As CARD expands to include more pathogens, genomes, plasmids, and ontology terms this tool will grow increasingly powerful in providing first-pass detection of antibiotic resistance associated genes. See license at CARD website.	python	0		6.0.5	['biopython >=1.78', 'filetype >=1.0.0', 'pytest >=3.0.0', 'pandas >=0.15.0', 'matplotlib-base >=2.1.2', 'seaborn-base >=0.8.1', 'pyfaidx >=0.5.4.1', 'pyahocorasick ==2.1.0', 'pysam >=0.16.0.1', 'beautifulsoup4 >=4.9.3', 'requests ==2.32.4', 'lxml >=4.9.1', 'dask', 'pyrodigal >=3.0.0', 'setuptools >=47.1.0', 'python >=3.6', 'pip', 'blast ==2.16.0', 'zlib', 'prodigal 2.6.3', 'diamond 0.8.36', 'oligoarrayaux 3.8', 'samtools 1.21', 'bamtools 2.5.2', 'bedtools >=2.31.1', 'bowtie2 >=2.5.4', 'bwa >=0.7.18', 'kma >=1.4.17', 'wget']	['biopython >=1.78', 'filetype >=1.0.0', 'pytest >=3.0.0', 'pandas >=0.15.0', 'matplotlib-base >=2.1.2', 'seaborn-base >=0.8.1', 'pyfaidx >=0.5.4.1', 'pyahocorasick ==2.1.0', 'pysam >=0.16.0.1', 'beautifulsoup4 >=4.9.3', 'requests ==2.32.4', 'lxml >=4.9.1', 'dask', 'pyrodigal >=3.0.0', 'setuptools >=47.1.0', 'python >=3.6', 'blast ==2.16.0', 'prodigal 2.6.3', 'diamond 0.8.36', 'oligoarrayaux 3.8', 'samtools 1.21', 'bamtools 2.5.2', 'bedtools >=2.31.1', 'bowtie2 >=2.5.4', 'bwa >=0.7.18', 'kma >=1.4.17', 'wget']			['rgi database -v', 'rgi load -h', 'rgi auto_load -h', 'rgi main -h', 'rgi tab -h', 'rgi parser -h', 'rgi clean -h', 'rgi galaxy -h', 'rgi bwt -h', 'rgi kmer_build -h', 'rgi kmer_query -h', 'wget --quiet --output-document=homolog.fasta https://raw.githubusercontent.com/arpcard/rgi/master/tests/inputs/homolog.fasta | rgi main -i homolog.fasta -o output --debug -a diamond --clean']				['None']									['doi:10.1093/nar/gkz935']													[{'sha256': '5b9cc1b26234fc877d4dfb6652930111500694f6945412f714e32fc529d97af7', 'url': 'https://github.com/arpcard/rgi/archive/6.0.5.tar.gz'}, {'folder': 'card-data', 'sha256': 'b9052bb9f5fa84c488a52254fdd7e9080c7e31f1817c01b3f3d9261f9e4f0afd', 'url': 'https://card.mcmaster.ca/download/0/broadstreet-v3.2.7.tar.bz2'}]																										
rodeo	False	http://ripp.rodeo/index.html	AGPL		LICENSE.txt	RODEO evaluates one or many genes, characterizing a gene neighborhood based on the presence of profile hidden Markov models (pHMMs). Because RiPP precursor peptides are small and often evade annotation in sequence databases, RODEO can also manually translate small ORFs (open reading frames). A combination of support vector machine (SVM) learning and motif analysis can be used to scan unannotated intergenic regions for RiPP precursors.	generic	1	mkdir -p ${PREFIX}/bin && cp rodeo2 *.py ${PREFIX}/bin && cp -R confs ripp_modules ${PREFIX}/bin	2.3.3		['python >=3', 'biopython', 'scikit-learn', 'meme', 'hmmer', 'numpy']	c1e34bcee1a71f93edbfccbbed5ead4bcc1b499605a1dfb840fcc4522200f444	https://github.com/the-mitchell-lab/rodeo2/archive/v2.3.3.tar.gz	['rodeo2 -h']																																																				
